url_slug,name,address,street,city,state,zip_code,phone,website,architect,architect_alt,public_private,hole,year_built,guest_policy,credit_card,golf_season,range,rental_club,pro_in_house,metal_spikes_okay,weekday,weekend,tee_time_welcomed,rental_cart_available,championship_par,championship_yards,championship_slope,championship_usga,middle_par,middle_yards,middle_slope,middle_usga,forward_par,forward_yards,forward_slope,forward_usga,top_100_ranking,_source
aspen-lakes-golf-course,Aspen Lakes Golf Course,16900 Aspen Lakes Dr,16900 Aspen Lakes Dr,Sisters,Oregon,97759,(541) 549-4653,www.aspenlakes.com,Bill Overdorf,William Overdorf,Public,18,1997,Open,"VISA, MasterCard, Discover Welcomed",Apr - Nov.,Yes,Yes,,No,$,$,Yes,Yes,36,3661,134,37.40,36,3497,130,36.40,36,2782,118,36.30,,courses-data-18139
springfield-country-club,Springfield Country Club,90333 Sunderman Rd,90333 Sunderman Rd,Springfield,Oregon,97478,(541) 747-2517,www.springfieldcountryclub.com,Sid Milligan,Sid Milligan,Private,18,1957,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,No,,Yes,$,$,Yes,Yes,71,6341,123,70.70,71,6002,118,69.10,73,5443,116,71.10,,courses-data-18139
santiam-golf-club,Santiam Golf Club,8724 Golf Club Rd SE,8724 Golf Club Rd SE,Stayton,Oregon,97383,(503) 769-3485,www.santiamgolfclub.com,Fred Federspiel,Fred Federspiel,Public,18,1957,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,,Yes,$,$,Yes,Yes,72,6392,123,69.90,72,6363,119,68.80,75,5469,119,70.70,,courses-data-18139
umpqua-golf-resort,Umpqua Golf Resort,1919 Recreation Ln,1919 Recreation Ln,Sutherlin,Oregon,97479,(541) 459-4422,www.umpquagolfresort.com,,,Public,18,1971,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,,No,$,$,Yes,Yes,72,6346,121,70.30,72,6079,119,69.20,73,5427,122,71.50,,courses-data-18139
the-dalles-country-club,The Dalles Country Club,4550 Highway 30W,4550 Hwy 30 W,The Dalles,Oregon,97058,(541) 296-5252,,,,Private,9,,Reciprocal,"VISA, MasterCard Welcomed",year round,No,Yes,,Yes,$,$,Yes,Yes,,,,,36,3060,120,34.70,37,2868,118,36.80,,courses-data-18139
summerfield-golf-and-country-club,Summerfield Golf & Country Club,10650 SW Summerfield Dr,10650 SW Summerfield Dr,Tigard,Oregon,97224,(503) 620-1200,,Ted Robinson,"Ted Robinson, ASGCA",Semi-Private,9,1973,Open,None,year round,No,No,,Yes,$,$,Yes,Yes,,,,,33,2353,96,30.70,33,2231,103,32.50,,courses-data-18139
alderbrook-golf-course,Alderbrook Golf Course,7300 Alderbrook Rd,7300 Alderbrook Rd,Tillamook,Oregon,97141,(503) 842-6413,,Local Designers,,Public,18,1925,Open,"VISA, MasterCard Welcomed",year round,No,Yes,,Yes,$,$,Yes,Yes,,,,,69,5692,105,66.80,71,5272,108,69.30,,courses-data-18139
bay-breeze-golf-course,Bay Breeze Golf Course,2325 Latimer Rd N,2325 Latimer Rd No,Tillamook,Oregon,97141,(503) 842-1166,,Mike Lehman,Mike Lehman,Public,9,1994,Open,"VISA, MasterCard Welcomed",Open: 2/01 Closed: 10/31,Yes,Yes,,Yes,$,$,No,No,,,,,27,1061,,,27,853,,,,courses-data-18139
olalla-valley-golf-course,Olalla Valley Golf Course,1022 Olalla Rd,1022 Olalla Rd,Toledo,Oregon,97391,(541) 336-2121,,Vernon Warren,Vernon Warren,Public,9,1956,Open,"VISA, MasterCard, Discover Welcomed",year round,No,Yes,,Yes,$,$,Yes,Yes,,,,,36,2920,127,34.60,37,2587,124,36.40,,courses-data-18139
tualatin-country-club,Tualatin Country Club,9145 SW Tualatin Rd,9145 SW Tualatin Rd,Tualatin,Oregon,97062,(503) 692-4620,www.tualtincountryclub.com,H. Chandler Egan & George Junor,H. Chandler Egan,Private,18,1912,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,No,,Yes,$$,$$,Yes,Yes,72,6611,133,72.10,72,6054,125,69.80,72,5468,120,71.20,,courses-data-18139
big-river-golf-course,Big River Golf Course,709 Willamette St,705 Williamette Ave,Umatilla,Oregon,97882,(541) 922-3006,www.golfbigriver.com,,,Public,18,1968,Open,"VISA, MasterCard, Discover Welcomed",year round,No,Yes,,Yes,$,$,Yes,Yes,,,,,70,5975,115,69.10,74,5940,119,72.50,,courses-data-18139
vernonia-golf-course,Vernonia Golf Course,15961 Timber Rd E,15961 Timber Rd E,Vernonia,Oregon,97064,(503) 429-6811,,George Junor,Fred Fulmer (9),Public,9,1926,Open,"VISA, MasterCard Welcomed",year round,No,No,,No,$,$,Yes,Yes,,,,,35,2701,113,33.40,36,2547,112,32.50,,courses-data-18139
crestview-hills-golf-course,Crestview Hills Golf Course,1680 S Crestline Dr,1680 S Crestline Dr,Waldport,Oregon,97394,(541) 563-3020,www.crestviewhillsgolf.com,Willard Hall,Willard Hall/(R)Dan Hixson,Public,9,1969,Open,"VISA, MasterCard Welcomed",year round,Yes,Yes,,Yes,$,$,Yes,Yes,36,3062,,,36,2856,116,34.00,36,2634,114,34.80,,courses-data-18139
mckenzie-river-golf-course,McKenzie River Golf Course,89089 Bridge St,41723 Madrone,Walterville,Oregon,97489,(541) 896-3454,,"Ken, Earl & Lloyd Omlid",Ken Omlid/Earl Omlid/Lloyd Omlid,Public,9,1963,Open,None,year round,No,No,,Yes,$,$,Yes,Yes,,,,,35,2803,103,32.80,35,2304,107,32.90,,courses-data-18139
st-helens-golf-course,St. Helens Golf Course,57246 Hazen Rd,57246 Hazen Rd,Warren,Oregon,97053,(503) 397-0358,,Clarence & Gordon Johnson,Clarence Johnson/Gordon Johnson,Public,9,1964,Open,"VISA, MasterCard Welcomed",year round,No,Yes,,No,$,$,Yes,Yes,,,,,36,2977,116,34.00,36,2668,108,35.20,,courses-data-18139
astoria-golf-and-country-club,Astoria Golf & Country Club,33445 Sunset Beach Ln,33445 Sunset Beach Ln,Warrenton,Oregon,97146,(503) 861-2545,www.astoriagolf.com,George Junor,George Junor,Private,18,1924,Reciprocal,"VISA, MasterCard Welcomed",year round,Yes,Yes,,Yes,$,$,Yes,Yes,72,6494,120,71.00,72,6380,118,70.40,74,5893,115,72.80,,courses-data-18139
sandelie-golf-course-sandelie-east,"Sandelie Golf Course, Sandelie East",28333 SW Mountain Rd,28333 SW Mountain Rd,West Linn,Oregon,97068,(503) 655-1461,www.sandelie.com,Harvey Junor,Harvey Junor,Public,18,1970,Open,None,year round,Yes,Yes,,Yes,$,$,Yes,No,,,,,70,5894,99,67.30,72,5406,109,69.30,,courses-data-18139
sandelie-golf-course-sandelie-west,"Sandelie Golf Course, Sandelie West",28333 SW Mountain Rd,28333 SW Mountain Rd,West Linn,Oregon,97068,(503) 655-1461,www.sandelie.com,Harvey Junor,Harvey Junor,Public,18,1970,Open,None,year round,Yes,Yes,,Yes,$,$,Yes,No,,,,,70,5894,99,67.30,72,5406,109,69.30,,courses-data-18139
veterans-memorial-golf-course,Veterans Memorial Golf Course,8495 Crater Lake Hwy,Domiciliary,White City,Oregon,97503,(541) 830-7406,www.veteransgolf.org,,,Private,9,,Closed,None,year round,Yes,Yes,,Yes,$,$,Yes,No,33,2031,,,33,1905,,,33,1649,,,,courses-data-18139
charbonneau-golf-club-green,"Charbonneau Golf Club, Green",32020 SW Charbonneau Dr,32020 SW Charbonneau Dr,Wilsonville,Oregon,97070,(503) 694-1246,www.charbonneaugolf.com,Ted Robinson,"Ted Robinson, ASGCA",Semi-Private,18,1978,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,,Yes,$,$,Yes,Yes,62,4120,93,60.00,62,3909,90,59.30,62,3581,92,59.10,,courses-data-18139
charbonneau-golf-club-red,"Charbonneau Golf Club, Red",32020 SW Charbonneau Dr,32020 SW Charbonneau Dr,Wilsonville,Oregon,97070,(503) 694-1246,www.charbonneaugolf.com,Ted Robinson,"Ted Robinson, ASGCA",Semi-Private,18,1978,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,,Yes,$,$,Yes,Yes,62,4120,93,60.00,62,3909,90,59.30,62,3581,92,59.10,,courses-data-18139
charbonneau-golf-club-yellow,"Charbonneau Golf Club, Yellow",32020 SW Charbonneau Dr,32020 SW Charbonneau Dr,Wilsonville,Oregon,97070,(503) 694-1246,www.charbonneaugolf.com,Ted Robinson,"Ted Robinson, ASGCA",Semi-Private,18,1978,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,,Yes,$,$,Yes,Yes,62,4120,93,60.00,62,3909,90,59.30,62,3581,92,59.10,,courses-data-18139
senior-estates-golf-and-country-club,Senior Estates Golf & Country Club,1776 Country Club Rd,1776 Country Club Rd,Woodburn,Oregon,97071,(503) 981-0189,www.seniorestatesgolf.com,William Graham,Bill Graham,Private,18,1961,Reciprocal,None,year round,No,No,,Yes,$,$,No,No,,,,,72,5398,101,65.60,75,5065,103,67.90,,courses-data-18139
oga-golf-course,OGA Golf Course,2850 Hazelnut Dr,2990 N Boones Ferry Rd,Woodburn,Oregon,97071,(503) 981-6105,www.ogagolfcourse.com,Bill Robinson,Bill Robinson,Public,18,1994,Open,"VISA, MasterCard, Discover Welcomed",year round,Yes,Yes,,No,$,$,Yes,Yes,72,6650,126,71.60,72,6353,123,70.30,72,5498,127,71.90,,courses-data-18139
